,_id,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w',Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w',Initial atomic coordinate w
7881,60be2c98e4517376872118ce,10,1,0.808102,0.889229,,0.813871,0.894772,0.70409,0.704008
7882,60be2c98e4517376872118cf,10,1,0.800293,0.892781,,0.807135,0.900032,0.73559,0.735539
7883,60be2c98e4517376872118d0,10,1,0.907332,0.749098,,0.916854,0.754663,0.708224,0.708512
7884,60be2c98e4517376872118d1,10,1,0.905684,0.758239,,0.916437,0.766014,0.739721,0.740044
7885,60be2c98e4517376872118d2,10,1,0.907407,0.658782,,0.91826,0.664898,0.424462,0.424729
7886,60be2c98e4517376872118d3,10,1,0.908712,0.669437,,0.919949,0.676574,0.455977,0.45626
7887,60be2c98e4517376872118d4,10,1,0.808495,0.419456,,0.81082,0.421408,0.42913,0.429233
7888,60be2c98e4517376872118d5,10,1,0.816043,0.430885,,0.819259,0.433028,0.460615,0.460765
7889,60be2c98e4517376872118d6,10,1,0.730226,0.320578,,0.732072,0.321224,0.478758,0.478783
7890,60be2c98e4517376872118d7,10,1,0.739758,0.331105,,0.742064,0.331171,0.510224,0.510314
7891,60be2c98e4517376872118d8,10,1,0.500297,0.144475,,0.499462,0.141408,0.483559,0.483287
7892,60be2c98e4517376872118d9,10,1,0.51192,0.150436,,0.51121,0.147204,0.515046,0.514819
7893,60be2c98e4517376872118da,10,1,0.396801,0.104139,,0.394198,0.098146,0.53318,0.532837
7894,60be2c98e4517376872118db,10,1,0.408092,0.107393,,0.405443,0.101843,0.564653,0.564368
7895,60be2c98e4517376872118dc,10,1,0.191898,0.110771,,0.186129,0.105227,0.537423,0.537341
7896,60be2c98e4517376872118dd,10,1,0.199707,0.107219,,0.192865,0.099968,0.568923,0.568873
7897,60be2c98e4517376872118de,10,1,0.133413,0.156351,,0.124522,0.148529,0.586765,0.586891
7898,60be2c98e4517376872118df,10,1,0.138799,0.150124,,0.13003,0.141368,0.618338,0.618422
7899,60be2c98e4517376872118e0,10,1,0.092593,0.341218,,0.08174,0.335102,0.591129,0.591395
7900,60be2c98e4517376872118e1,10,1,0.091288,0.330563,,0.080051,0.323426,0.622644,0.622927
7901,60be2c98e4517376872118e2,10,1,0.118809,0.44178,,0.111628,0.437776,0.640717,0.640945
7902,60be2c98e4517376872118e3,10,1,0.114636,0.430299,,0.106718,0.426784,0.672222,0.672476
7903,60be2c98e4517376872118e4,10,1,0.269774,0.679422,,0.267928,0.678776,0.645425,0.645449
7904,60be2c98e4517376872118e5,10,1,0.260242,0.668895,,0.257936,0.668829,0.676891,0.676981
7905,60be2c98e4517376872118e6,10,1,0.3629,0.766721,,0.362072,0.768323,0.695102,0.694999
7906,60be2c98e4517376872118e7,10,1,0.352,0.757776,,0.351307,0.75996,0.726593,0.72653
7907,60be2c98e4517376872118e8,10,1,0.603199,0.895861,,0.605802,0.901854,0.699847,0.699503
7908,60be2c98e4517376872118e9,10,1,0.591908,0.892607,,0.594557,0.898157,0.73132,0.731035
7909,60be2c98e4517376872118ea,10,1,0.700035,0.910651,,0.705632,0.918464,0.749274,0.749053
7910,60be2c98e4517376872118eb,10,1,0.689804,0.910313,,0.696085,0.920455,0.780761,0.780585
7911,60be2c98e4517376872118ec,10,1,0.866587,0.843649,,0.875478,0.851471,0.753432,0.753557
7912,60be2c98e4517376872118ed,10,1,0.861201,0.849876,,0.86997,0.858632,0.785004,0.785089
7913,60be2c98e4517376872118ee,10,1,0.901415,0.775893,,0.912316,0.784737,0.80296,0.803107
7914,60be2c98e4517376872118ef,10,1,0.898798,0.784391,,0.909325,0.792788,0.834542,0.834639
7915,60be2c98e4517376872118f0,10,1,0.881191,0.55822,,0.888372,0.562224,0.47405,0.474278
7916,60be2c98e4517376872118f1,10,1,0.885364,0.569701,,0.893282,0.573216,0.505555,0.50581
7917,60be2c98e4517376872118f2,10,1,0.830375,0.4539,,0.83409,0.455404,0.523603,0.523828
7918,60be2c98e4517376872118f3,10,1,0.837147,0.465467,,0.839584,0.46663,0.555103,0.555359
7919,60be2c98e4517376872118f4,10,1,0.6371,0.233279,,0.637928,0.231677,0.528436,0.528332
7920,60be2c98e4517376872118f5,10,1,0.648,0.242224,,0.648693,0.24004,0.559927,0.559864
7921,60be2c98e4517376872118f6,10,1,0.535126,0.163193,,0.53396,0.160767,0.578148,0.577882
7922,60be2c98e4517376872118f7,10,1,0.546691,0.169978,,0.545075,0.166113,0.609655,0.609413
7923,60be2c98e4517376872118f8,10,1,0.299965,0.089349,,0.294368,0.081536,0.582608,0.582386
7924,60be2c98e4517376872118f9,10,1,0.310196,0.089687,,0.303915,0.079545,0.614094,0.613918
7925,60be2c98e4517376872118fa,10,1,0.216038,0.10106,,0.207469,0.090406,0.63201,0.631936
7926,60be2c98e4517376872118fb,10,1,0.224548,0.098459,,0.215524,0.087405,0.663594,0.663467
7927,60be2c98e4517376872118fc,10,1,0.098585,0.224107,,0.087684,0.215263,0.636293,0.63644
7928,60be2c98e4517376872118fd,10,1,0.101202,0.215609,,0.090675,0.207212,0.667875,0.667972
7929,60be2c98e4517376872118fe,10,1,0.089661,0.309668,,0.079559,0.303486,0.6858,0.68599
7930,60be2c98e4517376872118ff,10,1,0.089341,0.299446,,0.081519,0.293938,0.717283,0.717521
7931,60be2c98e451737687211900,10,1,0.169625,0.5461,,0.16591,0.544596,0.69027,0.690494
7932,60be2c98e451737687211901,10,1,0.162853,0.534533,,0.160416,0.53337,0.721769,0.722026
7933,60be2c98e451737687211902,10,1,0.241761,0.647445,,0.239583,0.648139,0.740004,0.740044
7934,60be2c98e451737687211903,10,1,0.232827,0.636539,,0.231294,0.637483,0.771497,0.771576
7935,60be2c98e451737687211904,10,1,0.464874,0.836807,,0.46604,0.839233,0.744815,0.744548
7936,60be2c98e451737687211905,10,1,0.453309,0.830022,,0.454925,0.833887,0.776321,0.77608
7937,60be2c98e451737687211906,10,1,0.569115,0.885158,,0.572763,0.893115,0.794355,0.794098
7938,60be2c98e451737687211907,10,1,0.557631,0.88097,,0.561797,0.888249,0.825864,0.82563
7939,60be2c98e451737687211908,10,1,0.783962,0.89894,,0.792531,0.909594,0.798676,0.798603
7940,60be2c98e451737687211909,10,1,0.775452,0.901541,,0.784476,0.912595,0.830261,0.830134
7941,60be2c98e45173768721190a,10,1,0.849564,0.861483,,0.858453,0.870285,0.848208,0.848152
7942,60be2c98e45173768721190b,10,1,0.843323,0.866855,,0.851314,0.875793,0.879782,0.879684
7943,60be2c98e45173768721190c,10,1,0.910339,0.690332,,0.920441,0.696514,0.519133,0.519323
7944,60be2c98e45173768721190d,10,1,0.910659,0.700554,,0.918481,0.706062,0.550617,0.550855
7945,60be2c98e45173768721190e,10,1,0.892781,0.592488,,0.89831,0.595076,0.568591,0.568873
7946,60be2c98e45173768721190f,10,1,0.896019,0.603774,,0.902065,0.606293,0.600063,0.600404
7947,60be2c98e451737687211910,10,1,0.758239,0.352555,,0.760417,0.35186,0.573337,0.573377
7948,60be2c98e451737687211911,10,1,0.767173,0.363461,,0.768706,0.362517,0.60483,0.604909
7949,60be2c98e451737687211912,10,1,0.669437,0.260725,,0.669273,0.258269,0.62304,0.622927
7950,60be2c98e451737687211913,10,1,0.679956,0.270267,,0.679156,0.268344,0.654505,0.654458
7951,60be2c98e451737687211914,10,1,0.430885,0.114842,,0.427237,0.106885,0.627688,0.627431
7952,60be2c98e451737687211915,10,1,0.442369,0.11903,,0.438203,0.111751,0.659198,0.658963
7953,60be2c98e451737687211916,10,1,0.331105,0.091347,,0.323769,0.079936,0.677259,0.676981
7954,60be2c98e451737687211917,10,1,0.341766,0.092668,,0.335495,0.081763,0.708781,0.708512
7955,60be2c98e451737687211918,10,1,0.150436,0.138517,,0.141548,0.129715,0.681541,0.681485
7956,60be2c98e451737687211919,10,1,0.156677,0.133145,,0.148686,0.124207,0.713115,0.713017
7957,60be2c98e45173768721191a,10,1,0.107393,0.199301,,0.100072,0.192515,0.730955,0.731035
7958,60be2c98e45173768721191b,10,1,0.110962,0.191505,,0.10532,0.185812,0.762455,0.762567
7959,60be2c98e45173768721191c,10,1,0.107219,0.407512,,0.10169,0.404924,0.735258,0.735539
7960,60be2c98e45173768721191d,10,1,0.103981,0.396226,,0.097935,0.393707,0.766729,0.767071
7961,60be2c98e45173768721191e,10,1,0.150124,0.511325,,0.146942,0.510694,0.784879,0.785089
7962,60be2c98e45173768721191f,10,1,0.144178,0.499703,,0.141144,0.498981,0.816365,0.816621
7963,60be2c98e451737687211920,10,1,0.330563,0.739275,,0.330727,0.741731,0.789707,0.789594
7964,60be2c98e451737687211921,10,1,0.320044,0.729733,,0.320844,0.731656,0.821172,0.821125
7965,60be2c98e451737687211922,10,1,0.430299,0.815663,,0.432633,0.818935,0.83931,0.839143
7966,60be2c98e451737687211923,10,1,0.418873,0.808102,,0.421006,0.810472,0.870795,0.870675
7967,60be2c98e451737687211924,10,1,0.668895,0.908653,,0.676231,0.920064,0.843926,0.843648
7968,60be2c98e451737687211925,10,1,0.658234,0.907332,,0.664505,0.918237,0.875448,0.875179
7969,60be2c98e451737687211926,10,1,0.757776,0.905776,,0.765739,0.916599,0.893507,0.893197
7970,60be2c98e451737687211927,10,1,0.748625,0.907407,,0.754325,0.916871,0.92501,0.924729
7971,60be2c98e451737687211928,10,1,0.892607,0.800699,,0.899928,0.807485,0.897621,0.897702
7972,60be2c98e451737687211929,10,1,0.889038,0.808495,,0.89468,0.814188,0.929122,0.929233
7973,60be2c98e45173768721192a,10,1,0.910313,0.720509,,0.917519,0.725221,0.946971,0.947251
7974,60be2c98e45173768721192b,10,1,0.909647,0.730226,,0.918142,0.735559,0.97847,0.978783
7975,60be2c98e45173768721192c,10,1,0.849876,0.488675,,0.853058,0.489306,0.618212,0.618422
7976,60be2c98e45173768721192d,10,1,0.855822,0.500297,,0.858856,0.501019,0.649698,0.649954
7977,60be2c98e45173768721192e,10,1,0.784391,0.385593,,0.785025,0.385457,0.667903,0.667972
7978,60be2c98e45173768721192f,10,1,0.792662,0.396801,,0.793116,0.397183,0.699373,0.699503
7979,60be2c98e451737687211930,10,1,0.569701,0.184337,,0.567367,0.181065,0.672643,0.672476
7980,60be2c98e451737687211931,10,1,0.581127,0.191898,,0.578994,0.189528,0.704128,0.704008
7981,60be2c98e451737687211932,10,1,0.465467,0.12832,,0.462118,0.121983,0.722275,0.722026
7982,60be2c98e451737687211933,10,1,0.477062,0.133413,,0.475224,0.128394,0.753779,0.753557
7983,60be2c98e451737687211934,10,1,0.242224,0.094224,,0.234261,0.083401,0.72684,0.72653
7984,60be2c98e451737687211935,10,1,0.251375,0.092593,,0.245675,0.083129,0.758344,0.758062
7985,60be2c98e451737687211936,10,1,0.169978,0.123287,,0.165198,0.117414,0.776222,0.77608
7986,60be2c98e451737687211937,10,1,0.177028,0.118809,,0.171619,0.112671,0.807745,0.807612
7987,60be2c98e451737687211938,10,1,0.089687,0.279491,,0.082481,0.274779,0.780304,0.780585
7988,60be2c98e451737687211939,10,1,0.090353,0.269774,,0.081858,0.264441,0.811803,0.812116
7989,60be2c98e45173768721193a,10,1,0.098459,0.373911,,0.090852,0.370805,0.829826,0.830134
7990,60be2c98e45173768721193b,10,1,0.09618,0.3629,,0.086923,0.359362,0.861322,0.861666
7991,60be2c98e45173768721193c,10,1,0.215609,0.614407,,0.214975,0.614543,0.834569,0.834639
7992,60be2c98e45173768721193d,10,1,0.207338,0.603199,,0.206884,0.602817,0.86604,0.86617
7993,60be2c98e45173768721193e,10,1,0.299446,0.710105,,0.300527,0.710319,0.884233,0.884188
7994,60be2c98e45173768721193f,10,1,0.289384,0.700035,,0.289225,0.699137,0.915695,0.91572
7995,60be2c98e451737687211940,10,1,0.534533,0.87168,,0.537882,0.878017,0.888942,0.888693
7996,60be2c98e451737687211941,10,1,0.522938,0.866587,,0.524776,0.871606,0.920446,0.920224
7997,60be2c98e451737687211942,10,1,0.636539,0.903712,,0.640133,0.912719,0.938587,0.938242
7998,60be2c98e451737687211943,10,1,0.625523,0.901415,,0.628648,0.908808,0.970083,0.969774
7999,60be2c98e451737687211944,10,1,0.830022,0.876713,,0.834802,0.882586,0.942888,0.942747
8000,60be2c98e451737687211945,10,1,0.822972,0.881191,,0.828381,0.887329,0.974412,0.974278
8001,60be2c98e451737687211946,10,1,0.88097,0.823339,,0.887255,0.82865,0.992145,0.992296
8002,60be2c98e451737687211947,10,1,0.901541,0.626089,,0.909148,0.629195,0.663159,0.663467
8003,60be2c98e451737687211948,10,1,0.90382,0.6371,,0.913077,0.640638,0.694655,0.694999
8004,60be2c98e451737687211949,10,1,0.866855,0.523532,,0.871879,0.525246,0.712811,0.713017
8005,60be2c98e45173768721194a,10,1,0.871933,0.535126,,0.878205,0.538308,0.744313,0.744548
8006,60be2c98e45173768721194b,10,1,0.700554,0.289895,,0.699473,0.289681,0.717566,0.717521
8007,60be2c98e45173768721194c,10,1,0.710616,0.299965,,0.710775,0.300863,0.749028,0.749053
8008,60be2c98e45173768721194d,10,1,0.603774,0.207755,,0.603361,0.207073,0.76722,0.767071
8009,60be2c98e45173768721194e,10,1,0.614978,0.216038,,0.615057,0.215197,0.798691,0.798603
8010,60be2c98e45173768721194f,10,1,0.363461,0.096288,,0.359867,0.087281,0.771921,0.771576
8011,60be2c98e451737687211950,10,1,0.374477,0.098585,,0.371352,0.091192,0.803416,0.803107
8012,60be2c98e451737687211951,10,1,0.270267,0.09031,,0.264971,0.082102,0.82142,0.821125
8013,60be2c98e451737687211952,10,1,0.279993,0.089661,,0.275247,0.082574,0.852919,0.852657
8014,60be2c98e451737687211953,10,1,0.11903,0.176661,,0.112745,0.17135,0.825478,0.82563
8015,60be2c98e451737687211954,10,1,0.123524,0.169625,,0.117626,0.165021,0.857,0.857161
8016,60be2c98e451737687211955,10,1,0.092668,0.250902,,0.083146,0.245337,0.874891,0.875179
8017,60be2c98e451737687211956,10,1,0.094316,0.241761,,0.083563,0.233986,0.906387,0.906711
8018,60be2c98e451737687211957,10,1,0.133145,0.476468,,0.128121,0.474754,0.879477,0.879684
8019,60be2c98e451737687211958,10,1,0.128067,0.464874,,0.121795,0.461692,0.910979,0.911215
8020,60be2c98e451737687211959,10,1,0.191505,0.580544,,0.18918,0.578592,0.92913,0.929233
8021,60be2c98e45173768721195a,10,1,0.183957,0.569115,,0.180741,0.566972,0.960615,0.960765
8022,60be2c98e45173768721195b,10,1,0.396226,0.792245,,0.39664,0.792927,0.933887,0.933738
8023,60be2c98e45173768721195c,10,1,0.385022,0.783962,,0.384943,0.784803,0.965358,0.965269
8024,60be2c98e45173768721195d,10,1,0.499703,0.855525,,0.500538,0.858592,0.983559,0.983287
8025,60be2c98e45173768721195e,10,1,0.729733,0.90969,,0.735029,0.917898,0.988086,0.987792
8026,60be2c98e45173768721195f,10,1,0.907407,0.658782,,0.91826,0.664898,0.757796,0.758062
8027,60be2c98e451737687211960,10,1,0.908712,0.669437,,0.919949,0.676574,0.78931,0.789594
8028,60be2c98e451737687211961,10,1,0.808495,0.419456,,0.81082,0.421407,0.762463,0.762567
8029,60be2c98e451737687211962,10,1,0.816043,0.430885,,0.819259,0.433028,0.793948,0.794098
8030,60be2c98e451737687211963,10,1,0.730226,0.320578,,0.732072,0.321224,0.812092,0.812116
8031,60be2c98e451737687211964,10,1,0.739758,0.331105,,0.742064,0.331171,0.843557,0.843648
8032,60be2c98e451737687211965,10,1,0.500297,0.144475,,0.499462,0.141408,0.816892,0.816621
8033,60be2c98e451737687211966,10,1,0.51192,0.150436,,0.51121,0.147204,0.848379,0.848152
8034,60be2c98e451737687211967,10,1,0.396801,0.104139,,0.394197,0.098146,0.866513,0.86617
8035,60be2c98e451737687211968,10,1,0.408092,0.107393,,0.405443,0.101844,0.897987,0.897702
8036,60be2c98e451737687211969,10,1,0.191898,0.110771,,0.186129,0.105227,0.870756,0.870675
8037,60be2c98e45173768721196a,10,1,0.199707,0.107219,,0.192865,0.099968,0.902257,0.902206
8038,60be2c98e45173768721196b,10,1,0.133413,0.156351,,0.124522,0.148529,0.920099,0.920224
8039,60be2c98e45173768721196c,10,1,0.138799,0.150124,,0.13003,0.141368,0.951671,0.951756
8040,60be2c98e45173768721196d,10,1,0.092593,0.341218,,0.08174,0.335102,0.924462,0.924729
8041,60be2c98e45173768721196e,10,1,0.091288,0.330563,,0.080051,0.323426,0.955977,0.95626
8042,60be2c98e45173768721196f,10,1,0.118809,0.44178,,0.111628,0.437776,0.97405,0.974278
8043,60be2c98e451737687211970,10,1,0.269774,0.679422,,0.267928,0.678776,0.978758,0.978783
8044,60be2c98e451737687211971,10,1,0.881191,0.55822,,0.888372,0.562224,0.807384,0.807612
8045,60be2c98e451737687211972,10,1,0.885364,0.569701,,0.893282,0.573216,0.838888,0.839143
8046,60be2c98e451737687211973,10,1,0.830375,0.4539,,0.83409,0.455404,0.856936,0.857161
8047,60be2c98e451737687211974,10,1,0.837147,0.465467,,0.839584,0.46663,0.888436,0.888693
8048,60be2c98e451737687211975,10,1,0.6371,0.233279,,0.637928,0.231676,0.861769,0.861666
8049,60be2c98e451737687211976,10,1,0.648,0.242224,,0.648693,0.24004,0.89326,0.893197
8050,60be2c98e451737687211977,10,1,0.535126,0.163193,,0.53396,0.160767,0.911481,0.911215
8051,60be2c98e451737687211978,10,1,0.546691,0.169978,,0.545074,0.166113,0.942988,0.942747
8052,60be2c98e451737687211979,10,1,0.299965,0.089349,,0.294368,0.081536,0.915941,0.91572
8053,60be2c98e45173768721197a,10,1,0.310196,0.089687,,0.303915,0.079545,0.947428,0.947251
8054,60be2c98e45173768721197b,10,1,0.216038,0.10106,,0.207469,0.090405,0.965343,0.965269
8055,60be2c98e45173768721197c,10,1,0.224548,0.098459,,0.215523,0.087405,0.996927,0.996801
8056,60be2c98e45173768721197d,10,1,0.098585,0.224107,,0.087684,0.215263,0.969627,0.969774
8057,60be2c98e45173768721197e,10,1,0.910339,0.690332,,0.920441,0.696514,0.852467,0.852657
8058,60be2c98e45173768721197f,10,1,0.910659,0.700554,,0.918481,0.706062,0.88395,0.884188
8059,60be2c98e451737687211980,10,1,0.892781,0.592488,,0.89831,0.595075,0.901924,0.902206
8060,60be2c98e451737687211981,10,1,0.896019,0.603774,,0.902065,0.606293,0.933396,0.933738
8061,60be2c98e451737687211982,10,1,0.758239,0.352555,,0.760417,0.351861,0.90667,0.906711
8062,60be2c98e451737687211983,10,1,0.767173,0.363461,,0.768706,0.362517,0.938163,0.938242
8063,60be2c98e451737687211984,10,1,0.669437,0.260725,,0.669273,0.258269,0.956373,0.95626
8064,60be2c98e451737687211985,10,1,0.679956,0.270267,,0.679156,0.268344,0.987838,0.987792
8065,60be2c98e451737687211986,10,1,0.430885,0.114842,,0.427237,0.106885,0.961021,0.960765
8066,60be2c98e451737687211987,10,1,0.442369,0.11903,,0.438203,0.111751,0.992531,0.992296
8067,60be2c98e451737687211988,10,1,0.849876,0.488675,,0.853058,0.489306,0.951546,0.951756
8068,60be2c98e451737687211989,10,1,0.855822,0.500297,,0.858856,0.501019,0.983032,0.983287
8069,60be2c98e45173768721198a,10,1,0.901541,0.626089,,0.909148,0.629195,0.996492,0.996801
8070,60be2c98e45173768721198b,10,2,0.883267,0.834326,,0.893897,0.840288,0.039793,0.039689
8071,60be2c98e45173768721198c,10,2,0.52086,0.871269,,0.52913,0.877612,0.007405,0.007431
8072,60be2c98e45173768721198d,10,2,0.738102,0.915719,,0.749542,0.926119,0.023614,0.02356
8073,60be2c98e45173768721198e,10,2,0.816365,0.893695,,0.827247,0.901259,0.061251,0.061194
8074,60be2c98e45173768721198f,10,2,0.802185,0.90018,,0.813285,0.908059,0.120331,0.120334
8075,60be2c98e451737687211990,10,2,0.912332,0.761107,,0.924455,0.7666,0.077459,0.077323
8076,60be2c98e451737687211991,10,2,0.908589,0.777251,,0.921043,0.783242,0.136476,0.136463
8077,60be2c98e451737687211992,10,2,0.917183,0.708826,,0.929111,0.713657,0.233125,0.233237
8078,60be2c98e451737687211993,10,2,0.39517,0.797284,,0.402112,0.799951,0.028904,0.028936
8079,60be2c98e451737687211994,10,2,0.374853,0.782078,,0.381426,0.78375,0.08803,0.088076
8080,60be2c98e451737687211995,10,2,0.624631,0.907108,,0.634454,0.916405,0.045242,0.045065
8081,60be2c98e451737687211996,10,2,0.604306,0.90197,,0.613696,0.911253,0.104236,0.104205
8082,60be2c98e451737687211997,10,2,0.702223,0.917119,,0.714132,0.92879,0.141899,0.141839
8083,60be2c98e451737687211998,10,2,0.683482,0.916213,,0.695241,0.928781,0.200848,0.200979
8084,60be2c98e451737687211999,10,2,0.864632,0.857856,,0.875025,0.863598,0.158003,0.157968
8085,60be2c98e45173768721199a,10,2,0.853897,0.868257,,0.863718,0.874444,0.217125,0.217108
8086,60be2c98e45173768721199b,10,2,0.89797,0.807366,,0.907963,0.812455,0.254736,0.254742
8087,60be2c98e45173768721199c,10,2,0.891121,0.821258,,0.90118,0.826501,0.313704,0.313882
8088,60be2c98e45173768721199d,10,2,0.087587,0.348271,,0.076618,0.34446,0.055699,0.055818
8089,60be2c98e45173768721199e,10,2,0.197442,0.597469,,0.199457,0.597829,0.012757,0.012807
8090,60be2c98e45173768721199f,10,2,0.183283,0.576799,,0.184313,0.576805,0.071928,0.071947
8091,60be2c98e4517376872119a0,10,2,0.261454,0.677128,,0.266313,0.677324,0.109605,0.109581
8092,60be2c98e4517376872119a1,10,2,0.244426,0.65777,,0.248859,0.657701,0.168689,0.168721
8093,60be2c98e4517376872119a2,10,2,0.4786,0.850116,,0.486194,0.854572,0.125729,0.12571
8094,60be2c98e4517376872119a3,10,2,0.457525,0.838177,,0.46505,0.842514,0.184888,0.18485
8095,60be2c98e4517376872119a4,10,2,0.562906,0.888613,,0.572177,0.897293,0.222555,0.222484
8096,60be2c98e4517376872119a5,10,2,0.541937,0.88043,,0.550663,0.888747,0.281599,0.281624
8097,60be2c98e4517376872119a6,10,2,0.771536,0.910054,,0.783458,0.920551,0.238576,0.238613
8098,60be2c98e4517376872119a7,10,2,0.755147,0.913417,,0.766869,0.924039,0.297696,0.297753
8099,60be2c98e4517376872119a8,10,2,0.829733,0.8862,,0.84032,0.893116,0.33534,0.335388
8100,60be2c98e4517376872119a9,10,2,0.816365,0.893695,,0.827534,0.901485,0.394444,0.394527
8101,60be2c98e4517376872119aa,10,2,0.915015,0.744292,,0.926136,0.749049,0.351343,0.351517
8102,60be2c98e4517376872119ab,10,2,0.912332,0.761107,,0.924251,0.766491,0.41037,0.410656
8103,60be2c98e4517376872119ac,10,2,0.261898,0.084281,,0.250458,0.073881,0.023614,0.02356
8104,60be2c98e4517376872119ad,10,2,0.116733,0.165674,,0.106103,0.159712,0.039793,0.039689
8105,60be2c98e4517376872119ae,10,2,0.087668,0.238893,,0.075546,0.233401,0.077459,0.077323
8106,60be2c98e4517376872119af,10,2,0.091411,0.222749,,0.078957,0.216758,0.136476,0.136463
8107,60be2c98e4517376872119b0,10,2,0.11652,0.450522,,0.110699,0.449494,0.093427,0.093452
8108,60be2c98e4517376872119b1,10,2,0.108692,0.429605,,0.101651,0.427998,0.15259,0.152592
8109,60be2c98e4517376872119b2,10,2,0.157437,0.53492,,0.156236,0.535089,0.190292,0.190226
8110,60be2c98e4517376872119b3,10,2,0.145817,0.51382,,0.14441,0.514151,0.249406,0.249366
8111,60be2c98e4517376872119b4,10,2,0.335233,0.749536,,0.342,0.750526,0.206322,0.206355
8112,60be2c98e4517376872119b5,10,2,0.316032,0.732282,,0.322554,0.733613,0.265521,0.265495
8113,60be2c98e4517376872119b6,10,2,0.415757,0.811727,,0.423384,0.815297,0.303205,0.30313
8114,60be2c98e4517376872119b7,10,2,0.39517,0.797284,,0.402328,0.799986,0.362424,0.362269
8115,60be2c98e4517376872119b8,10,2,0.644636,0.911201,,0.655675,0.922878,0.319322,0.319259
8116,60be2c98e4517376872119b9,10,2,0.624631,0.907108,,0.635223,0.917915,0.378327,0.378398
8117,60be2c98e4517376872119ba,10,2,0.720445,0.916954,,0.733079,0.928827,0.415948,0.416033
8118,60be2c98e4517376872119bb,10,2,0.702223,0.917119,,0.715017,0.929056,0.475096,0.475173
8119,60be2c98e4517376872119bc,10,2,0.87443,0.846536,,0.88479,0.851739,0.432031,0.432162
8120,60be2c98e4517376872119bd,10,2,0.864632,0.857856,,0.876316,0.864749,0.491042,0.491302
8121,60be2c98e4517376872119be,10,2,0.903798,0.792684,,0.91719,0.799999,0.528773,0.528936
8122,60be2c98e4517376872119bf,10,2,0.89797,0.807366,,0.910817,0.81523,0.587847,0.588076
8123,60be2c98e4517376872119c0,10,2,0.47914,0.128731,,0.47087,0.122388,0.007405,0.007431
8124,60be2c98e4517376872119c1,10,2,0.375369,0.092892,,0.365546,0.083595,0.045242,0.045065
8125,60be2c98e4517376872119c2,10,2,0.395694,0.09803,,0.386304,0.088747,0.104236,0.104205
8126,60be2c98e4517376872119c3,10,2,0.183635,0.106305,,0.172753,0.098742,0.061251,0.061194
8127,60be2c98e4517376872119c4,10,2,0.197815,0.09982,,0.186715,0.091941,0.120331,0.120334
8128,60be2c98e4517376872119c5,10,2,0.135368,0.142144,,0.124975,0.136402,0.158003,0.157968
8129,60be2c98e4517376872119c6,10,2,0.146103,0.131743,,0.136282,0.125556,0.217125,0.217108
8130,60be2c98e4517376872119c7,10,2,0.083338,0.309734,,0.070631,0.305011,0.174154,0.174097
8131,60be2c98e4517376872119c8,10,2,0.082817,0.291174,,0.070889,0.286343,0.233125,0.233237
8132,60be2c98e4517376872119c9,10,2,0.096067,0.388365,,0.088175,0.386603,0.2708,0.270871
8133,60be2c98e4517376872119ca,10,2,0.091302,0.368149,,0.082998,0.365788,0.329866,0.330011
8134,60be2c98e4517376872119cb,10,2,0.212378,0.617889,,0.215872,0.618725,0.287099,0.287
8135,60be2c98e4517376872119cc,10,2,0.197442,0.597469,,0.199605,0.597788,0.346128,0.34614
8136,60be2c98e4517376872119cd,10,2,0.279096,0.696032,,0.284827,0.696491,0.383791,0.383775
8137,60be2c98e4517376872119ce,10,2,0.261454,0.677128,,0.2666,0.67657,0.442937,0.442914
8138,60be2c98e4517376872119cf,10,2,0.49973,0.861156,,0.508198,0.866674,0.400067,0.399904
8139,60be2c98e4517376872119d0,10,2,0.4786,0.850116,,0.48679,0.852722,0.459108,0.459043
8140,60be2c98e4517376872119d1,10,2,0.583713,0.8958,,0.593577,0.902946,0.496722,0.496678
8141,60be2c98e4517376872119d2,10,2,0.562906,0.888613,,0.572183,0.894248,0.555683,0.555818
8142,60be2c98e4517376872119d3,10,2,0.787229,0.905637,,0.800251,0.915445,0.512731,0.512807
8143,60be2c98e4517376872119d4,10,2,0.771536,0.910054,,0.784348,0.920312,0.571829,0.571947
8144,60be2c98e4517376872119d5,10,2,0.842254,0.877714,,0.854454,0.885935,0.609617,0.609581
8145,60be2c98e4517376872119d6,10,2,0.829733,0.8862,,0.841752,0.894856,0.668652,0.668721
8146,60be2c98e4517376872119d7,10,2,0.916634,0.72685,,0.930279,0.733801,0.625623,0.62571
8147,60be2c98e4517376872119d8,10,2,0.915015,0.744292,,0.928434,0.75173,0.684793,0.68485
8148,60be2c98e4517376872119d9,10,2,0.802558,0.402531,,0.800543,0.402171,0.012757,0.012807
8149,60be2c98e4517376872119da,10,2,0.816717,0.423201,,0.815687,0.423195,0.071928,0.071947
8150,60be2c98e4517376872119db,10,2,0.60483,0.202716,,0.597888,0.200049,0.028904,0.028936
8151,60be2c98e4517376872119dc,10,2,0.625147,0.217922,,0.618574,0.216249,0.08803,0.088076
8152,60be2c98e4517376872119dd,10,2,0.5214,0.149884,,0.513806,0.145428,0.125729,0.12571
